Date,Location,New_Cases,New_Deaths,Total_Cases,Total_Deaths
20-02-2020,Italy,0,,3,
21-02-2020,Italy,0,,3,
22-02-2020,Italy,6,,9,
23-02-2020,Italy,67,,76,2
24-02-2020,Italy,48,0,124,2
25-02-2020,Italy,105,4,229,6
26-02-2020,Italy,93,5,322,11
27-02-2020,Italy,78,1,400,12
28-02-2020,Italy,250,5,650,17
29-02-2020,Italy,238,4,888,21
01-03-2020,Italy,240,8,1128,29
02-03-2020,Italy,561,6,1689,35
03-03-2020,Italy,347,17,2036,52
04-03-2020,Italy,466,28,2502,80
05-03-2020,Italy,587,27,3089,107
06-03-2020,Italy,769,41,3858,148
07-03-2020,Italy,778,49,4636,197
08-03-2020,Italy,1247,37,5883,234
09-03-2020,Italy,1492,132,7375,366
10-03-2020,Italy,1797,97,9172,463
11-03-2020,Italy,977,168,10149,631
11-03-2020,Jamaica,,,1,
21-01-2020,Japan,,,1,
22-01-2020,Japan,0,,1,
23-01-2020,Japan,0,,1,
24-01-2020,Japan,0,,1,
25-01-2020,Japan,2,,3,
26-01-2020,Japan,0,,3,
27-01-2020,Japan,1,,4,
28-01-2020,Japan,2,,6,
29-01-2020,Japan,1,,7,
30-01-2020,Japan,4,,11,
31-01-2020,Japan,3,,14,
01-02-2020,Japan,3,,17,
02-02-2020,Japan,3,,20,
03-02-2020,Japan,0,,20,
04-02-2020,Japan,0,,20,
05-02-2020,Japan,3,,23,
06-02-2020,Japan,2,,25,
07-02-2020,Japan,0,,25,
08-02-2020,Japan,0,,25,
09-02-2020,Japan,1,,26,
10-02-2020,Japan,0,,26,
11-02-2020,Japan,0,,26,
12-02-2020,Japan,2,,28,
13-02-2020,Japan,1,,29,
14-02-2020,Japan,4,,33,1
15-02-2020,Japan,8,0,41,1
16-02-2020,Japan,12,0,53,1
17-02-2020,Japan,6,0,59,1
18-02-2020,Japan,6,0,65,1
19-02-2020,Japan,8,0,73,1
20-02-2020,Japan,12,0,85,1
21-02-2020,Japan,8,0,93,1
22-02-2020,Japan,12,0,105,1
23-02-2020,Japan,27,0,132,1
24-02-2020,Japan,12,0,144,1
25-02-2020,Japan,13,0,157,1
26-02-2020,Japan,7,0,164,1
27-02-2020,Japan,22,2,186,3
28-02-2020,Japan,24,1,210,4
29-02-2020,Japan,20,1,230,5
01-03-2020,Japan,9,0,239,5
02-03-2020,Japan,15,1,254,6
03-03-2020,Japan,14,0,268,6
04-03-2020,Japan,16,0,284,6
05-03-2020,Japan,33,0,317,6
06-03-2020,Japan,32,0,349,6
07-03-2020,Japan,59,0,408,6
08-03-2020,Japan,47,0,455,6
09-03-2020,Japan,33,1,488,7
10-03-2020,Japan,26,2,514,9
11-03-2020,Japan,54,3,568,12
03-03-2020,Jordan,,,1,
04-03-2020,Jordan,0,,1,
05-03-2020,Jordan,0,,1,
06-03-2020,Jordan,0,,1,
07-03-2020,Jordan,0,,1,
08-03-2020,Jordan,0,,1,
09-03-2020,Jordan,0,,1,
10-03-2020,Jordan,0,,1,
11-03-2020,Jordan,0,,1,
24-02-2020,Kuwait,,,3,
25-02-2020,Kuwait,5,,8,
26-02-2020,Kuwait,4,,12,
27-02-2020,Kuwait,31,,43,
28-02-2020,Kuwait,0,,43,
29-02-2020,Kuwait,2,,45,
01-03-2020,Kuwait,0,,45,
02-03-2020,Kuwait,11,,56,
03-03-2020,Kuwait,0,,56,
04-03-2020,Kuwait,0,,56,
05-03-2020,Kuwait,2,,58,
06-03-2020,Kuwait,0,,58,
07-03-2020,Kuwait,0,,58,
08-03-2020,Kuwait,4,,62,
09-03-2020,Kuwait,2,,64,
10-03-2020,Kuwait,1,,65,
11-03-2020,Kuwait,4,,69,
03-03-2020,Latvia,,,1,
04-03-2020,Latvia,0,,1,
05-03-2020,Latvia,0,,1,
06-03-2020,Latvia,0,,1,
07-03-2020,Latvia,0,,1,
08-03-2020,Latvia,0,,1,
09-03-2020,Latvia,2,,3,
10-03-2020,Latvia,3,,6,
11-03-2020,Latvia,2,,8,
22-02-2020,Lebanon,,,1,
23-02-2020,Lebanon,0,,1,
24-02-2020,Lebanon,0,,1,
25-02-2020,Lebanon,0,,1,
26-02-2020,Lebanon,0,,1,
27-02-2020,Lebanon,1,,2,
28-02-2020,Lebanon,0,,2,
29-02-2020,Lebanon,0,,2,
01-03-2020,Lebanon,0,,2,
02-03-2020,Lebanon,8,,10,
03-03-2020,Lebanon,3,,13,
04-03-2020,Lebanon,0,,13,
05-03-2020,Lebanon,0,,13,
06-03-2020,Lebanon,3,,16,
07-03-2020,Lebanon,6,,22,
08-03-2020,Lebanon,6,,28,
09-03-2020,Lebanon,4,,32,
10-03-2020,Lebanon,9,,41,
11-03-2020,Lebanon,0,,41,1
05-03-2020,Liechtenstein,,,1,
06-03-2020,Liechtenstein,0,,1,
07-03-2020,Liechtenstein,0,,1,
08-03-2020,Liechtenstein,0,,1,
09-03-2020,Liechtenstein,0,,1,
10-03-2020,Liechtenstein,0,,1,
11-03-2020,Liechtenstein,0,,1,
28-02-2020,Lithuania,,,1,
29-02-2020,Lithuania,0,,1,
01-03-2020,Lithuania,0,,1,
02-03-2020,Lithuania,0,,1,
03-03-2020,Lithuania,0,,1,
04-03-2020,Lithuania,0,,1,
05-03-2020,Lithuania,0,,1,
06-03-2020,Lithuania,0,,1,
07-03-2020,Lithuania,0,,1,
08-03-2020,Lithuania,0,,1,
09-03-2020,Lithuania,0,,1,
10-03-2020,Lithuania,0,,1,
11-03-2020,Lithuania,0,,1,
02-03-2020,Luxembourg,,,1,
03-03-2020,Luxembourg,0,,1,
04-03-2020,Luxembourg,0,,1,
05-03-2020,Luxembourg,0,,1,
06-03-2020,Luxembourg,0,,1,
07-03-2020,Luxembourg,1,,2,
08-03-2020,Luxembourg,0,,2,
09-03-2020,Luxembourg,0,,2,
10-03-2020,Luxembourg,3,,5,
11-03-2020,Luxembourg,0,,5,
26-01-2020,Malaysia,,,3,
27-01-2020,Malaysia,1,,4,
28-01-2020,Malaysia,0,,4,
29-01-2020,Malaysia,0,,4,
30-01-2020,Malaysia,3,,7,
31-01-2020,Malaysia,1,,8,
01-02-2020,Malaysia,0,,8,
02-02-2020,Malaysia,0,,8,
03-02-2020,Malaysia,0,,8,
04-02-2020,Malaysia,2,,10,
05-02-2020,Malaysia,0,,10,
06-02-2020,Malaysia,2,,12,
07-02-2020,Malaysia,2,,14,
08-02-2020,Malaysia,1,,15,
09-02-2020,Malaysia,2,,17,
10-02-2020,Malaysia,1,,18,
11-02-2020,Malaysia,0,,18,
12-02-2020,Malaysia,0,,18,
13-02-2020,Malaysia,0,,18,
14-02-2020,Malaysia,1,,19,
15-02-2020,Malaysia,2,,21,
16-02-2020,Malaysia,1,,22,
17-02-2020,Malaysia,0,,22,
18-02-2020,Malaysia,0,,22,
19-02-2020,Malaysia,0,,22,
20-02-2020,Malaysia,0,,22,
21-02-2020,Malaysia,0,,22,
22-02-2020,Malaysia,0,,22,
23-02-2020,Malaysia,0,,22,
24-02-2020,Malaysia,0,,22,
25-02-2020,Malaysia,0,,22,
26-02-2020,Malaysia,0,,22,
27-02-2020,Malaysia,0,,22,
28-02-2020,Malaysia,2,,24,
29-02-2020,Malaysia,0,,24,
01-03-2020,Malaysia,0,,24,
02-03-2020,Malaysia,0,,24,
03-03-2020,Malaysia,5,,29,
04-03-2020,Malaysia,21,,50,
05-03-2020,Malaysia,0,,50,
06-03-2020,Malaysia,5,,55,
07-03-2020,Malaysia,28,,83,
08-03-2020,Malaysia,10,,93,
09-03-2020,Malaysia,0,,93,
10-03-2020,Malaysia,24,,117,
11-03-2020,Malaysia,12,,129,
08-03-2020,Maldives,,,2,
09-03-2020,Maldives,2,,4,
10-03-2020,Maldives,0,,4,
11-03-2020,Maldives,4,,8,
08-03-2020,Malta,,,3,
09-03-2020,Malta,0,,3,
10-03-2020,Malta,1,,4,
11-03-2020,Malta,0,,4,
08-03-2020,Martinique,,,2,
09-03-2020,Martinique,0,,2,
10-03-2020,Martinique,0,,2,
11-03-2020,Martinique,1,,3,
29-02-2020,Mexico,,,2,
01-03-2020,Mexico,0,,2,
02-03-2020,Mexico,3,,5,
03-03-2020,Mexico,0,,5,
04-03-2020,Mexico,0,,5,
05-03-2020,Mexico,0,,5,
06-03-2020,Mexico,0,,5,
07-03-2020,Mexico,0,,5,
08-03-2020,Mexico,2,,7,
09-03-2020,Mexico,0,,7,
10-03-2020,Mexico,0,,7,
11-03-2020,Mexico,0,,7,
01-03-2020,Monaco,,,1,
02-03-2020,Monaco,0,,1,
03-03-2020,Monaco,0,,1,
04-03-2020,Monaco,0,,1,
05-03-2020,Monaco,0,,1,
06-03-2020,Monaco,0,,1,
07-03-2020,Monaco,0,,1,
08-03-2020,Monaco,0,,1,
09-03-2020,Monaco,0,,1,
10-03-2020,Monaco,0,,1,
11-03-2020,Monaco,0,,1,
10-03-2020,Mongolia,,,1,
11-03-2020,Mongolia,0,,1,
03-03-2020,Morocco,,,1,
04-03-2020,Morocco,0,,1,
05-03-2020,Morocco,1,,2,
06-03-2020,Morocco,0,,2,
07-03-2020,Morocco,0,,2,
08-03-2020,Morocco,0,,2,
09-03-2020,Morocco,0,,2,
10-03-2020,Morocco,0,,2,
11-03-2020,Morocco,1,,3,1
25-01-2020,Nepal,,,1,
26-01-2020,Nepal,0,,1,
27-01-2020,Nepal,0,,1,
28-01-2020,Nepal,0,,1,
29-01-2020,Nepal,0,,1,
30-01-2020,Nepal,0,,1,
31-01-2020,Nepal,0,,1,
01-02-2020,Nepal,0,,1,
02-02-2020,Nepal,0,,1,
03-02-2020,Nepal,0,,1,
04-02-2020,Nepal,0,,1,
05-02-2020,Nepal,0,,1,
06-02-2020,Nepal,0,,1,
07-02-2020,Nepal,0,,1,
08-02-2020,Nepal,0,,1,
09-02-2020,Nepal,0,,1,
10-02-2020,Nepal,0,,1,
11-02-2020,Nepal,0,,1,
12-02-2020,Nepal,0,,1,
13-02-2020,Nepal,0,,1,
14-02-2020,Nepal,0,,1,
15-02-2020,Nepal,0,,1,
16-02-2020,Nepal,0,,1,
17-02-2020,Nepal,0,,1,
18-02-2020,Nepal,0,,1,
19-02-2020,Nepal,0,,1,
20-02-2020,Nepal,0,,1,
21-02-2020,Nepal,0,,1,
22-02-2020,Nepal,0,,1,
23-02-2020,Nepal,0,,1,
24-02-2020,Nepal,0,,1,
25-02-2020,Nepal,0,,1,
26-02-2020,Nepal,0,,1,
27-02-2020,Nepal,0,,1,
28-02-2020,Nepal,0,,1,
29-02-2020,Nepal,0,,1,
01-03-2020,Nepal,0,,1,
02-03-2020,Nepal,0,,1,
03-03-2020,Nepal,0,,1,
04-03-2020,Nepal,0,,1,
05-03-2020,Nepal,0,,1,
06-03-2020,Nepal,0,,1,
07-03-2020,Nepal,0,,1,
08-03-2020,Nepal,0,,1,
09-03-2020,Nepal,0,,1,
10-03-2020,Nepal,0,,1,
11-03-2020,Nepal,0,,1,
28-02-2020,Netherlands,,,1,
29-02-2020,Netherlands,1,,2,
01-03-2020,Netherlands,5,,7,
02-03-2020,Netherlands,6,,13,
03-03-2020,Netherlands,5,,18,
04-03-2020,Netherlands,10,,28,
05-03-2020,Netherlands,10,,38,
06-03-2020,Netherlands,44,,82,
07-03-2020,Netherlands,46,,128,1
08-03-2020,Netherlands,60,0,188,1
09-03-2020,Netherlands,77,2,265,3
10-03-2020,Netherlands,56,0,321,3
11-03-2020,Netherlands,61,1,382,4
28-02-2020,New Zealand,,,1,
29-02-2020,New Zealand,0,,1,
01-03-2020,New Zealand,0,,1,
02-03-2020,New Zealand,0,,1,
03-03-2020,New Zealand,1,,2,
04-03-2020,New Zealand,0,,2,
05-03-2020,New Zealand,0,,2,
06-03-2020,New Zealand,2,,4,
07-03-2020,New Zealand,1,,5,
08-03-2020,New Zealand,0,,5,
09-03-2020,New Zealand,0,,5,
10-03-2020,New Zealand,0,,5,
11-03-2020,New Zealand,0,,5,
28-02-2020,Nigeria,,,1,
29-02-2020,Nigeria,0,,1,
01-03-2020,Nigeria,0,,1,
02-03-2020,Nigeria,0,,1,
03-03-2020,Nigeria,0,,1,
04-03-2020,Nigeria,0,,1,
05-03-2020,Nigeria,0,,1,
06-03-2020,Nigeria,0,,1,
07-03-2020,Nigeria,0,,1,
08-03-2020,Nigeria,0,,1,
09-03-2020,Nigeria,1,,2,
10-03-2020,Nigeria,0,,2,
11-03-2020,Nigeria,0,,2,
27-02-2020,North Macedonia,,,1,
28-02-2020,North Macedonia,0,,1,
29-02-2020,North Macedonia,0,,1,
01-03-2020,North Macedonia,0,,1,
02-03-2020,North Macedonia,0,,1,
03-03-2020,North Macedonia,0,,1,
04-03-2020,North Macedonia,0,,1,
05-03-2020,North Macedonia,0,,1,
06-03-2020,North Macedonia,0,,1,
07-03-2020,North Macedonia,2,,3,
08-03-2020,North Macedonia,0,,3,
09-03-2020,North Macedonia,0,,3,
10-03-2020,North Macedonia,4,,7,
11-03-2020,North Macedonia,0,,7,
27-02-2020,Norway,,,1,
28-02-2020,Norway,3,,4,
29-02-2020,Norway,2,,6,
01-03-2020,Norway,9,,15,
02-03-2020,Norway,4,,19,
03-03-2020,Norway,6,,25,
04-03-2020,Norway,7,,32,
05-03-2020,Norway,24,,56,
06-03-2020,Norway,30,,86,
07-03-2020,Norway,27,,113,
08-03-2020,Norway,34,,147,
09-03-2020,Norway,22,,169,
10-03-2020,Norway,23,,192,
11-03-2020,Norway,85,,277,
05-03-2020,Occupied Palestinian Territory,,,4,
06-03-2020,Occupied Palestinian Territory,3,,7,
07-03-2020,Occupied Palestinian Territory,9,,16,
08-03-2020,Occupied Palestinian Territory,0,,16,
09-03-2020,Occupied Palestinian Territory,3,,19,
10-03-2020,Occupied Palestinian Territory,7,,26,
11-03-2020,Occupied Palestinian Territory,4,,30,
25-02-2020,Oman,,,2,
26-02-2020,Oman,2,,4,
27-02-2020,Oman,0,,4,
28-02-2020,Oman,2,,6,
29-02-2020,Oman,0,,6,
01-03-2020,Oman,0,,6,
02-03-2020,Oman,0,,6,
03-03-2020,Oman,0,,6,
04-03-2020,Oman,6,,12,
05-03-2020,Oman,3,,15,
06-03-2020,Oman,1,,16,
07-03-2020,Oman,0,,16,
08-03-2020,Oman,0,,16,
09-03-2020,Oman,0,,16,
10-03-2020,Oman,2,,18,
11-03-2020,Oman,0,,18,
27-02-2020,Pakistan,,,2,
28-02-2020,Pakistan,0,,2,
29-02-2020,Pakistan,0,,2,
01-03-2020,Pakistan,2,,4,
02-03-2020,Pakistan,0,,4,
03-03-2020,Pakistan,1,,5,
04-03-2020,Pakistan,0,,5,
05-03-2020,Pakistan,0,,5,
06-03-2020,Pakistan,0,,5,
07-03-2020,Pakistan,0,,5,
08-03-2020,Pakistan,0,,5,
09-03-2020,Pakistan,1,,6,
10-03-2020,Pakistan,10,,16,
11-03-2020,Pakistan,0,,16,
10-03-2020,Panama,,,1,
11-03-2020,Panama,7,,8,1
09-03-2020,Paraguay,,,1,
10-03-2020,Paraguay,0,,1,
11-03-2020,Paraguay,7,,8,
07-03-2020,Peru,,,1,
08-03-2020,Peru,5,,6,
09-03-2020,Peru,0,,6,
10-03-2020,Peru,3,,9,
11-03-2020,Peru,2,,11,
30-01-2020,Philippines,,,1,
31-01-2020,Philippines,0,,1,
01-02-2020,Philippines,0,,1,
02-02-2020,Philippines,1,,2,1
03-02-2020,Philippines,0,0,2,1
04-02-2020,Philippines,0,0,2,1
05-02-2020,Philippines,1,0,3,1
06-02-2020,Philippines,0,0,3,1
07-02-2020,Philippines,0,0,3,1
08-02-2020,Philippines,0,0,3,1
09-02-2020,Philippines,0,0,3,1
10-02-2020,Philippines,0,0,3,1
11-02-2020,Philippines,0,0,3,1
12-02-2020,Philippines,0,0,3,1
13-02-2020,Philippines,0,0,3,1
14-02-2020,Philippines,0,0,3,1
15-02-2020,Philippines,0,0,3,1
16-02-2020,Philippines,0,0,3,1
17-02-2020,Philippines,0,0,3,1
18-02-2020,Philippines,0,0,3,1
19-02-2020,Philippines,0,0,3,1
20-02-2020,Philippines,0,0,3,1
21-02-2020,Philippines,0,0,3,1
22-02-2020,Philippines,0,0,3,1
23-02-2020,Philippines,0,0,3,1
24-02-2020,Philippines,0,0,3,1
